,Children,Age,Income,Outage_sec_perweek,Yearly_equip_failure,Tenure,MonthlyCharge,Bandwidth_GB_Year,Timely_Response,Timely_Fixes,Timely_Replacements,Reliability,Options,Respectful_Response,Courteous_Exchange,Active_Listening,Education_Associate_Degree,Education_Bachelor_Degree,Education_Doctorate_Degree,Education_GED_or_Alternative_Credential,Education_Master_Degree,Education_No_Schooling_Completed,Education_Nursery_School_to_8th_Grade,Education_Professional_School_Degree,Education_Regular_High_School_Diploma,Education_Some_College__1_or_More_Years__No_Degree,Education_Some_College__Less_than_1_Year,Employment_Part_Time,Employment_Retired,Employment_Student,Employment_Unemployed,Marital_Married,Marital_Never_Married,Marital_Separated,Marital_Widowed,Gender_Male,Gender_Prefer_not_to_answer,Churn_Yes,Techie_Yes,Contract_One_year,Contract_Two_Year,Port_modem_Yes,Tablet_Yes,InternetService_Fiber_Optic,InternetService_None,Phone_Yes,Multiple_Yes,OnlineSecurity_Yes,OnlineBackup_Yes,DeviceProtection_Yes,TechSupport_Yes,StreamingTV_Yes,StreamingMovies_Yes,PaperlessBilling_Yes,PaymentMethod_Credit_Card__auto,PaymentMethod_Electronic_Check,PaymentMethod_Mailed_Check
7291,3.0,23.0,6218.74,12.32011,0,61.9635,213.3838,5965.232,5,5,4,3,3,4,4,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0
7292,1.0,67.0,53431.85,34.51795,0,52.53762,214.6119,4654.722,3,4,3,4,2,4,5,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,1,1,0,1,0,1,0
7296,2.0,41.0,43271.39,6.27308,0,59.53825,222.4425,5934.18,7,7,8,4,5,4,5,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0
7300,5.0,22.0,47461.38,7.869116,0,56.53814,179.1975,5126.471,3,2,4,4,2,4,4,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0
7301,3.0,23.0,36537.4,6.520495,0,64.9277,179.7108,5835.311,7,6,5,4,4,6,3,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1
7310,4.0,39.0,42914.32,11.99424,2,51.62495,201.4339,5335.121,4,4,4,3,3,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,1
7311,0.0,39.0,112803.7,6.439767,0,53.07792,171.3249,4723.705,6,5,5,4,2,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0
7313,2.0,55.0,22011.62,12.5945,0,63.73496,274.3663,6018.481,4,4,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,1
7314,3.0,77.0,1737.57,10.05649,0,59.66552,229.6935,5511.495,2,4,3,5,3,4,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,1,1,1,0,0,0
7318,1.0,73.0,48830.79,7.307999,0,69.348,167.4865,5799.125,5,5,4,6,2,4,6,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
7322,1.0,40.0,45822.57,11.3344,0,59.90148,168.9544,5217.193,5,4,5,2,6,5,5,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0
7324,1.0,49.0,40675.75,11.96789,1,52.09557,104.0462,4879.171,1,1,2,3,3,2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
7329,4.0,41.0,12083.45,7.181491,0,59.49517,104.3991,5274.614,2,3,2,4,4,3,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
7333,0.0,36.0,42670.92,12.64669,0,56.56535,130.7241,5078.642,4,4,5,3,4,4,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0
7347,4.0,64.0,15678.41,9.438547,3,63.88775,230.3056,5930.863,4,3,4,3,4,3,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,1,0
7352,3.0,68.0,16657.89,10.39827,0,66.86351,162.5328,5766.235,4,4,3,4,2,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,1,1,1,0,0,1,1,0,0
7353,2.0,76.0,17355.79,8.73325,0,58.50292,113.9457,5269.166,4,4,4,4,3,3,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
7357,0.0,83.0,33203.62,14.0069,1,49.53164,186.4754,4275.271,4,3,3,4,2,5,2,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0
7370,3.0,44.0,46926.44,5.719289,0,62.76856,159.229,5486.682,4,4,6,3,3,4,6,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,1,1,0,1,0
7371,0.0,57.0,4547.32,8.678185,0,61.45515,206.4,5486.723,2,2,3,4,4,3,5,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,0,0
7375,0.0,47.0,55327.65,8.045874,0,69.05527,146.0188,6243.094,3,3,3,3,4,2,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0
7377,2.0,39.0,112687.7,11.75444,0,55.54544,125.6781,4729.636,2,3,1,4,4,3,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1
7379,3.0,64.0,10093.41,13.791,1,51.83423,229.7701,4912.439,4,4,4,3,3,3,2,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,0
7381,4.0,66.0,118983.0,11.27738,1,70.23581,159.432,6548.645,4,5,6,3,4,3,3,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
7383,1.0,66.0,62184.87,9.90082,0,67.96008,228.7946,6140.732,4,4,3,3,6,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0,1
7388,0.0,80.0,51063.25,10.53062,0,61.52081,177.0312,5777.026,3,4,3,2,4,3,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0
7389,1.0,83.0,3945.76,0.9945519,0,66.72374,221.0198,6450.351,4,4,4,5,2,3,3,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0
7396,2.0,69.0,26281.66,4.836061,2,70.02963,112.7581,5974.901,3,3,3,4,4,3,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0
7399,0.0,58.0,34267.42,18.09917,0,69.9263,257.4259,6820.822,3,3,3,4,4,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,1,0,0,0
7409,0.0,88.0,6362.72,10.82653,0,58.19013,217.8928,5124.938,5,4,5,4,3,5,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1
7411,0.0,67.0,18759.85,12.30982,0,69.37716,188.3437,6542.285,3,3,1,3,5,2,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0
7419,4.0,45.0,40964.54,10.22254,1,65.31996,149.2072,5722.174,4,5,5,4,5,3,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0
7428,0.0,59.0,50956.85,7.256904,1,63.95686,193.3088,5461.972,5,4,4,3,2,7,5,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,1,1,0,0,1,0,0,1
7430,0.0,88.0,32152.08,13.63854,0,48.68893,275.4765,4615.878,4,4,3,4,3,3,5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0
7433,3.0,68.0,22555.47,15.22993,0,47.57047,190.1871,4591.423,3,4,2,2,4,3,4,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1,0,1,0
7439,2.0,69.0,54874.47,9.149214,1,53.13301,219.2336,4962.836,4,3,4,6,2,4,5,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0
7440,0.0,87.0,14356.43,12.05489,2,58.79677,126.2542,4696.276,4,5,4,3,5,2,3,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0
7443,8.0,45.0,31525.05,13.83079,0,65.80384,267.1522,6823.313,4,2,3,6,2,5,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1
7449,0.0,38.0,38947.81,14.35792,0,46.87676,172.1708,4607.641,4,5,4,5,4,3,3,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0
7456,2.0,32.0,46946.66,11.27651,0,40.50993,141.9837,4213.964,4,3,4,3,2,4,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0
7461,6.0,74.0,63807.18,7.563726,1,57.9625,258.0511,6047.987,4,2,3,4,4,3,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1
7462,2.0,77.0,20826.26,11.81146,0,67.05692,223.4967,6046.985,2,3,2,2,4,4,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0
7463,1.0,55.0,81149.0,9.760913,0,55.19347,166.0341,4934.723,5,5,6,4,4,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1
7470,1.0,48.0,41192.11,12.53492,0,51.83967,195.1978,4623.694,3,3,4,4,4,3,3,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,1,0,0,1,0
7480,0.0,64.0,28399.99,8.683599,0,56.08228,160.6453,4834.745,3,3,3,3,4,4,3,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1
7486,1.0,34.0,96579.4,13.37862,1,66.89669,104.1171,6058.836,4,3,4,3,5,3,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
7492,5.0,82.0,18024.55,6.639402,0,53.07128,147.4368,4465.087,4,5,6,2,5,3,5,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1
7511,1.0,22.0,9906.53,32.60818,0,55.06506,187.9114,4794.084,5,5,5,5,3,3,4,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0
7512,1.0,37.0,70458.03,9.573447,1,56.9769,213.6725,5744.848,4,4,4,3,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1
7519,1.0,77.0,36614.77,6.892807,0,51.73839,181.3456,4517.455,3,4,3,5,2,3,4,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1
7523,1.0,57.0,82645.48,40.59601,1,60.45679,251.5101,6007.023,4,4,4,3,5,3,3,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,1,1,1,0,1,0
7524,2.0,72.0,7451.22,11.80559,1,57.3854,150.0428,5354.222,4,4,3,4,3,4,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0
7528,2.0,19.0,18694.86,6.555174,0,45.12504,221.9147,4872.376,4,4,3,2,5,2,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1
7530,4.0,89.0,38986.79,13.22496,0,62.11655,145.9799,5659.985,3,3,3,4,6,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0
7532,1.0,68.0,25660.71,9.055103,0,53.48518,152.4447,4999.929,5,4,5,4,4,4,5,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1
7533,3.0,58.0,96042.29,11.32716,0,52.98326,114.3873,4645.007,4,3,4,3,4,3,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1
7545,0.0,52.0,44909.71,11.02326,1,53.42523,128.9778,5108.081,4,4,4,4,1,4,5,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0
7547,1.0,51.0,23882.77,16.16944,0,54.94221,194.5804,4999.201,2,2,2,4,3,3,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,1,1,0,1,0
7550,4.0,78.0,44220.48,6.967573,0,69.97129,194.7525,6159.279,3,4,3,6,3,4,3,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0
7553,2.0,41.0,24620.49,11.02924,1,52.24584,181.244,4681.488,3,3,2,3,5,1,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0
7562,1.0,36.0,58937.05,12.93756,0,41.90646,189.8831,4499.021,2,4,3,4,3,2,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0
7566,3.0,55.0,81140.88,12.91883,1,46.92377,150.4499,4583.541,2,2,2,3,3,3,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
7567,3.0,53.0,72581.13,11.97323,0,71.45998,145.2509,6754.41,4,3,5,4,4,5,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,1,0,1,0
7574,1.0,37.0,50835.25,42.14765,3,53.5035,239.9063,5464.766,3,2,2,3,3,2,3,5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
7585,3.0,65.0,109653.3,7.5956,1,71.76063,162.3074,6604.25,3,4,2,2,5,3,3,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1
7589,0.0,19.0,54808.33,8.510101,1,58.2249,189.178,5769.871,4,3,3,5,3,5,5,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0
7593,3.0,52.0,62132.48,6.946959,0,70.85782,164.3254,6607.645,6,6,6,3,3,6,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
7595,1.0,79.0,35666.27,9.391655,0,68.64269,91.57892,6051.501,3,3,3,4,2,3,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
7596,2.0,32.0,84314.93,9.101558,1,71.67026,209.688,6953.435,3,3,2,1,5,4,3,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0
7603,3.0,41.0,18621.61,12.68118,0,59.84762,193.467,5413.21,4,2,4,3,1,4,4,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0
7605,1.0,57.0,15846.96,12.39275,0,66.55543,188.4774,5918.425,3,2,2,3,4,4,3,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,0
7610,5.0,41.0,70972.38,10.28809,2,57.37651,148.8811,5220.6,3,3,3,2,3,1,3,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0
7611,10.0,85.0,52397.9,2.957322,0,68.59473,199.1465,6749.102,3,3,2,5,4,3,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0
7613,3.0,42.0,29552.09,8.323398,0,68.78714,92.29425,6246.216,4,5,4,4,4,3,3,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7626,2.0,49.0,67763.0,6.66567,0,68.04429,126.7904,5972.69,3,4,3,4,3,3,6,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1
7633,0.0,46.0,57318.2,3.22525,0,66.34362,136.3509,6016.804,4,4,3,4,4,6,4,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0
7634,1.0,82.0,29701.43,11.80769,0,48.28818,253.0434,4492.454,6,6,5,5,3,5,5,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0
7636,0.0,61.0,6998.45,15.19033,0,62.76892,142.1906,5881.168,3,3,3,5,2,3,5,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0
7644,0.0,36.0,21749.65,4.607225,0,67.40315,127.0193,6076.159,3,4,3,3,6,4,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
7645,2.0,83.0,69131.11,6.674126,3,56.45799,182.4228,4894.144,5,6,5,4,3,5,3,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0
7648,4.0,39.0,4003.56,9.410401,0,64.92325,141.2507,6071.411,4,5,4,3,3,4,5,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1
7652,1.0,34.0,27296.2,14.58171,1,59.84496,140.3038,5323.573,6,4,5,1,5,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0
7658,0.0,42.0,24214.43,9.728304,1,64.1725,140.2181,5927.225,5,5,5,4,3,4,5,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0
7660,0.0,25.0,50315.17,9.757248,0,68.41518,125.732,5925.976,3,3,5,3,5,3,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
7662,4.0,47.0,51383.17,5.136003,0,66.97927,196.9528,6035.037,3,3,2,3,4,2,3,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0,1
7672,1.0,54.0,43154.85,30.03937,0,71.95713,251.3921,6493.122,2,3,3,4,5,3,3,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0
7678,1.0,38.0,6210.83,10.17519,0,64.88531,182.5437,5640.267,2,2,1,4,4,3,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0
7679,2.0,21.0,57717.41,6.853097,0,40.24973,222.7049,4090.944,2,2,3,2,4,2,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0
7681,0.0,53.0,23353.6,9.826629,0,58.34647,184.8963,5194.643,2,4,2,3,3,3,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,0,1
7683,0.0,30.0,37073.43,7.179556,1,57.11409,146.3707,4911.224,2,4,4,3,3,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0
7692,2.0,61.0,7297.34,8.092111,2,60.45619,232.4464,5921.782,2,3,4,5,3,5,5,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0
7695,0.0,57.0,20907.94,10.38935,0,57.70698,212.0452,5331.811,4,3,4,4,4,2,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0
7696,3.0,73.0,6511.56,12.00639,0,44.60467,268.7476,4868.722,3,4,3,2,4,2,4,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0
7697,1.0,51.0,55582.52,11.81861,1,71.28653,141.271,6597.677,4,4,5,4,2,4,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0
7708,3.0,51.0,49285.68,14.56857,1,60.1778,103.392,5109.487,3,3,3,4,1,5,5,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0
7719,1.0,38.0,13069.94,8.75159,1,69.54666,159.3203,6101.071,3,4,3,4,5,2,2,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
7723,3.0,64.0,45278.46,9.31587,1,45.80397,201.3888,4798.085,3,4,4,3,3,3,3,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0
7725,2.0,24.0,40098.08,5.848067,1,62.98803,192.9014,5620.276,2,3,3,3,3,3,6,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1
